,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
89,Color,Sidney Lumet,79.0,129.0,,359.0,James Mason,844.0,139644000,Drama,Charlotte Rampling,The Verdict ,26310,2330,Jack Warden,0.0,archdiocese|court|hospital|lawyer|malpractice,154.0,English,USA,R,41376000.00000001,1982,617.0,7.8,1.85,
90,Color,John Carpenter,297.0,109.0,,145.0,Richard Masur,957.0,35642419,Horror|Mystery|Sci-Fi,Wilford Brimley,The Thing ,258078,1757,David Clennon,0.0,alien creature|alien life form|antarctica|isolation|paranoia,911.0,English,USA,R,38790000.00000001,1982,163.0,8.2,2.35,23000.0
91,Color,Nicholas Meyer,148.0,116.0,120.0,664.0,Kirstie Alley,12000.0,204035400,Action|Adventure|Sci-Fi,Leonard Nimoy,Star Trek II: The Wrath of Khan ,91414,16539,Nichelle Nichols,2.0,jamming communications|planet|space station|taunt|trap,359.0,English,USA,PG,28446000.000000004,1982,980.0,7.7,2.35,
92,Color,Tobe Hooper,223.0,120.0,365.0,723.0,Zelda Rubinstein,887.0,198087600,Fantasy|Horror,Heather O'Rourke,Poltergeist ,105446,3876,Craig T. Nelson,0.0,ghost|haunted|haunting|house|paranormal investigator,321.0,English,USA,PG,27670200.000000004,1982,770.0,7.4,2.35,11000.0
93,Color,Tobe Hooper,223.0,120.0,365.0,723.0,Zelda Rubinstein,887.0,198087600,Fantasy|Horror,Heather O'Rourke,Poltergeist ,105448,3876,Craig T. Nelson,0.0,ghost|haunted|haunting|house|paranormal investigator,321.0,English,USA,PG,27670200.000000004,1982,770.0,7.4,2.35,11000.0
94,Color,Steven Spielberg,215.0,120.0,14000.0,548.0,Dee Wallace,861.0,1124779300,Family|Sci-Fi,Henry Thomas,E.T. the Extra-Terrestrial ,281842,2811,Peter Coyote,0.0,bicyclist|boy|doll|star wars reference|voice impersonation,515.0,English,USA,PG,27153000.000000004,1982,725.0,7.9,1.85,34000.0
95,Color,Barry Levinson,42.0,110.0,272.0,551.0,Daniel Stern,801.0,36462600,Comedy|Drama,Steve Guttenberg,Diner ,14995,2943,Ellen Barkin,6.0,baltimore colts|diner|marriage|salesman|wedding,87.0,English,USA,R,12930000.000000002,1982,796.0,7.2,1.85,
96,Color,Steve Miner,235.0,91.0,49.0,20.0,Dana Kimmell,72.0,93613200,Horror|Thriller,Richard Brooker,Friday the 13th Part III ,31952,174,Catherine Parks,0.0,defecation|hockey mask|jason voorhees|lake|serial killer,372.0,English,USA,R,10344000.000000002,1982,31.0,5.7,2.35,
97,Color,Tommy Lee Wallace,162.0,98.0,24.0,67.0,Dan O'Herlihy,381.0,37238400,Horror|Mystery|Sci-Fi,Tom Atkins,Halloween III: Season of the Witch ,28589,684,Nancy Kyes,0.0,doctor|factory|halloween|holiday horror|stonehenge,532.0,English,USA,R,6465000.000000001,1982,128.0,4.6,2.35,
98,Color,Richard Marquand,197.0,134.0,37.0,504.0,Ian McDiarmid,11000.0,770958770,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Star Wars: Episode VI - Return of the Jedi ,681857,13649,Kenny Baker,0.0,death star|emperor|empire|princess|rebel,647.0,English,USA,PG,81055000.0,1983,1000.0,8.4,2.35,14000.0
99,Color,Philip Kaufman,80.0,193.0,133.0,820.0,Scott Glenn,2000.0,53621000,Adventure|Drama|History,Dennis Quaid,The Right Stuff ,45271,6341,Sam Shepard,0.0,astronaut|sound barrier|space program|u.s. air force|u.s. space program,170.0,English,USA,PG,67338000.0,1983,826.0,7.9,1.85,
100,Color,Brian De Palma,147.0,142.0,,638.0,F. Murray Abraham,14000.0,111481800,Crime|Drama,Al Pacino,Scarface ,537442,16464,Mary Elizabeth Mastrantonio,0.0,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,851.0,English,USA,R,62350000.00000001,1983,670.0,8.3,2.35,19000.0
101,Color,Harold Ramis,55.0,98.0,11000.0,624.0,Randy Quaid,816.0,153131600,Adventure|Comedy,Beverly D'Angelo,National Lampoon's Vacation ,71183,3617,Jane Krakowski,1.0,amusement park|dog|family vacation|national lampoon series|vacation,183.0,English,USA,R,37410000.0,1983,695.0,7.4,1.85,
102,Color,John Badham,84.0,114.0,139.0,793.0,Barry Corbin,2000.0,198442592,Sci-Fi|Thriller,Matthew Broderick,WarGames ,71842,4537,Ally Sheedy,0.0,computer|game|high school|norad|teenager,152.0,English,USA,PG,29928000.000000004,1983,883.0,7.1,1.85,
103,Color,Joe Dante,78.0,101.0,287.0,257.0,Al Leong,745.0,73573000,Fantasy|Horror|Sci-Fi,Albert Brooks,Twilight Zone: The Movie ,25613,1954,Vic Morrow,0.0,1940s|1960s|bar|kick the can|remake,121.0,English,USA,PG,24940000.000000004,1983,730.0,6.5,1.85,
104,Color,Francis Ford Coppola,60.0,114.0,,699.0,William Smith,10000.0,63846400,Crime|Drama,Tom Cruise,The Outsiders ,57363,12097,Tom Waits,0.0,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,308.0,English,USA,PG-13,24940000.000000004,1983,919.0,7.2,2.35,10000.0
105,Color,Steve Carver,29.0,107.0,8.0,268.0,William Sanderson,926.0,30426800,Action|Crime|Drama|Thriller|Western,David Carradine,Lone Wolf McQuade ,7973,2383,Robert Beltran,0.0,drugs|martial arts|texas|texas ranger|weapon,65.0,English,USA,PG,12470000.000000002,1983,400.0,6.3,1.85,
106,Color,Adrian Lyne,51.0,95.0,213.0,92.0,Cynthia Rhodes,225.0,236680600,Drama|Music|Romance,Michael Nouri,Flashdance ,35172,791,Lee Ving,0.0,ballet school|dance|dancer|overalls|steel worker,128.0,English,USA,R,9976000.0,1983,174.0,6.1,1.85,
107,Color,John Landis,71.0,116.0,644.0,199.0,Denholm Elliott,392.0,225457600,Comedy,Don Ameche,Trading Places ,102895,845,Ralph Bellamy,2.0,interracial relationship|poverty|prostitute|scam|stock market,159.0,English,USA,R,,1983,249.0,7.5,1.85,
108,Color,Francis Ford Coppola,36.0,123.0,,886.0,Bob Hoskins,12000.0,61926900,Crime|Drama|Music,Nicolas Cage,The Cotton Club ,12771,18793,Fred Gwynne,1.0,brothers hugging|jazz|jealousy|nudity|parole violation,84.0,English,USA,R,138678000.0,1984,5000.0,6.5,1.85,828.0
109,Color,David Lynch,144.0,177.0,,202.0,Jürgen Prochnow,913.0,65513400,Action|Adventure|Sci-Fi,Virginia Madsen,Dune ,97087,2449,José Ferrer,3.0,desert planet|dune|giant worm|space travel|spice,569.0,English,USA,PG-13,95640000.0,1984,362.0,6.6,2.35,11000.0
110,Color,Steven Spielberg,148.0,118.0,14000.0,237.0,Amrish Puri,11000.0,430069817,Action|Adventure,Harrison Ford,Indiana Jones and the Temple of Doom ,329969,11898,Kate Capshaw,2.0,children|studio logo segues into film|temple|village|white dinner jacket,524.0,English,USA,PG,66948000.0,1984,429.0,7.6,2.35,
111,Color,Milos Forman,134.0,180.0,869.0,521.0,F. Murray Abraham,692.0,123375600,Biography|Drama|History|Music,Jeffrey Jones,Amadeus ,270790,3076,Tom Hulce,0.0,1800s|classical composer|composer|first person narration|opera,549.0,English,USA,R,43038000.0,1984,670.0,8.3,2.35,16000.0
112,Color,Richard Fleischer,77.0,103.0,130.0,406.0,Olivia d'Abo,691.0,63122400,Action|Adventure|Fantasy,Mako,Conan the Destroyer ,62009,2481,Grace Jones,1.0,gods|princess|queen|rescue|wizard,109.0,English,USA,PG,43038000.0,1984,476.0,5.8,2.35,2000.0
113,Color,Leonard Nimoy,110.0,105.0,12000.0,643.0,Nichelle Nichols,12000.0,182672400,Action|Adventure|Sci-Fi,Leonard Nimoy,Star Trek III: The Search for Spock ,58743,14762,Walter Koenig,1.0,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,192.0,English,USA,PG,40647000.0,1984,664.0,6.6,2.35,
114,Color,Mark L. Lester,45.0,114.0,73.0,563.0,George C. Scott,695.0,36104100,Action|Horror|Sci-Fi|Thriller,Heather Locklear,Firestarter ,22797,3444,David Keith,1.0,captain|experiment|fire|psychic|secret government agency,96.0,English,USA,R,35865000.0,1984,654.0,6.0,2.35,
115,Color,Martin Brest,94.0,105.0,102.0,383.0,Ronny Cox,901.0,561312355,Action|Comedy|Crime,Judge Reinhold,Beverly Hills Cop ,126464,3464,James Russo,1.0,drug dealer|drugs|murder|police brutality|police shootout,175.0,English,USA,R,33474000.0,1984,605.0,7.3,1.85,
116,Color,Joe Dante,183.0,106.0,287.0,233.0,Harry Carey Jr.,767.0,354274470,Comedy|Fantasy|Horror,Phoebe Cates,Gremlins ,142293,2053,Zach Galligan,0.0,bright light|midnight|pet|small town|water,245.0,English,USA,PG,26301000.0,1984,281.0,7.2,2.2,14000.0
117,Color,Herbert Ross,60.0,107.0,71.0,304.0,Chris Penn,967.0,191280000,Drama|Music|Romance,Dianne Wiest,Footloose ,51459,1962,Lori Singer,0.0,church|cowboy boots|dancing|high school dance|teenager,113.0,English,USA,PG,19606200.0,1984,455.0,6.5,1.85,
118,Color,Herbert Ross,60.0,107.0,71.0,304.0,Chris Penn,967.0,191280000,Drama|Music|Romance,Dianne Wiest,Footloose ,51459,1962,Lori Singer,0.0,church|cowboy boots|dancing|high school dance|teenager,113.0,English,USA,PG,19606200.0,1984,455.0,6.5,1.85,
119,Color,John G. Avildsen,81.0,126.0,80.0,225.0,William Zabka,668.0,217102800,Action|Drama|Family|Sport,Martin Kove,The Karate Kid ,126907,2004,William Bassett,0.0,apartment|bully|fight|karate|master,235.0,English,USA,PG,19128000.0,1984,641.0,7.2,1.85,
120,Color,John G. Avildsen,81.0,126.0,80.0,225.0,William Zabka,668.0,217102800,Action|Drama|Family|Sport,Martin Kove,The Karate Kid ,126916,2004,William Bassett,0.0,apartment|bully|fight|karate|master,235.0,English,USA,PG,19128000.0,1984,641.0,7.2,1.85,
121,Color,Ron Howard,43.0,111.0,2000.0,51.0,Howard Morris,15000.0,166891800,Comedy|Fantasy|Romance,Tom Hanks,Splash ,54723,15361,Patrick Cronin,2.0,cmnf|cmnf scene|mermaid|new york city|public nudity,99.0,English,USA,PG,19128000.0,1984,161.0,6.2,1.85,
122,Color,Hugh Wilson,45.0,96.0,37.0,542.0,Bubba Smith,801.0,194149200,Comedy,Steve Guttenberg,Police Academy ,87739,3113,Michael Winslow,0.0,misfit|police|police academy|police cadet|police officer,133.0,English,USA,R,10759500.0,1984,760.0,6.7,1.85,
123,Color,Joseph Zito,166.0,97.0,17.0,74.0,Tom Everett,158.0,77946600,Horror|Thriller,Judie Aronson,Friday the 13th: The Final Chapter ,29488,467,Kimberly Beck,0.0,friday the thirteenth|hockey mask|jason voorhees|morgue|slasher,326.0,English,USA,R,4303800.0,1984,84.0,5.9,1.85,
124,Color,Wes Craven,256.0,101.0,,574.0,Lin Shaye,40000.0,63373455,Horror,Johnny Depp,A Nightmare on Elm Street ,149285,42918,Amanda Wyss,1.0,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,668.0,English,USA,X,4303800.0,1984,852.0,7.5,1.85,10000.0
125,Color,Wes Craven,256.0,101.0,,574.0,Lin Shaye,40000.0,63373455,Horror,Johnny Depp,A Nightmare on Elm Street ,149293,42918,Amanda Wyss,1.0,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,668.0,English,USA,X,4303800.0,1984,852.0,7.5,1.85,10000.0
126,Color,George P. Cosmatos,96.0,96.0,170.0,668.0,Julia Nickson,13000.0,347459647,Action|Adventure|Thriller|War,Sylvester Stallone,Rambo: First Blood Part II ,117606,15662,Martin Kove,0.0,1980s|mission|prison|rambo|vietnam,217.0,English,USA,R,101640000.0,1985,738.0,6.4,2.35,
127,Color,Sydney Pollack,66.0,161.0,521.0,184.0,Michael Gough,11000.0,201201000,Biography|Drama|Romance,Meryl Streep,Out of Africa ,52339,12518,Michael Kitchen,0.0,africa|hunter|love|marriage|plantation,200.0,English,USA,PG,71610000.0,1985,920.0,7.2,1.85,
128,Color,Lawrence Kasdan,46.0,133.0,759.0,67.0,Todd Allen,826.0,76692000,Action|Crime|Drama|Western,Scott Glenn,Silverado ,28247,1154,Brad Leland,4.0,1880s|kiss|small town|table broken in fight|wild west,149.0,English,USA,PG-13,60060000.0,1985,130.0,7.2,2.35,
129,Color,Robert Zemeckis,198.0,116.0,,459.0,Thomas F. Wilson,1000.0,486508550,Adventure|Comedy|Sci-Fi,Lea Thompson,Back to the Future ,732212,3230,J.J. Cohen,0.0,clock tower|delorean|future|time travel|time travel comedy,809.0,English,USA,PG,43890000.0,1985,690.0,8.5,1.18,39000.0
130,Color,Barry Levinson,64.0,109.0,272.0,124.0,Roger Ashton-Griffiths,155.0,9818239,Adventure|Fantasy|Mystery|Thriller,Nicholas Rowe,Young Sherlock Holmes ,14870,605,Freddie Jones,1.0,cult|death|delusion|girl|sherlock holmes,86.0,English,USA,PG-13,41580000.0,1985,144.0,6.8,1.85,
131,Color,Steven Spielberg,70.0,154.0,14000.0,271.0,Rae Dawn Chong,852.0,217546222,Drama,Oprah Winfrey,The Color Purple ,60988,2592,Dana Ivey,0.0,book strap|girl|racial discrimination|racial tension|stereotype,199.0,English,USA,PG-13,34650000.0,1985,581.0,7.8,1.85,6000.0
132,Color,Peter Weir,83.0,112.0,608.0,733.0,Viggo Mortensen,11000.0,151305000,Crime|Drama|Romance|Thriller,Harrison Ford,Witness ,66966,22479,Lukas Haas,1.0,amish|love|murder|police|train,175.0,English,USA,R,27720000.0,1985,10000.0,7.4,1.85,
133,Color,Michael Schultz,55.0,109.0,78.0,619.0,Vanity,854.0,76230000,Action|Comedy|Drama|Music,Mike Starr,The Last Dragon ,9424,3394,Keshia Knight Pulliam,1.0,cult film|kung fu|kung fu classic|martial arts|title spoken by character,109.0,English,USA,PG-13,23100000.0,1985,841.0,6.9,1.85,
134,Color,Clint Eastwood,38.0,115.0,16000.0,240.0,Chris Penn,16000.0,95634000,Western,Clint Eastwood,Pale Rider ,39451,17209,Sydney Penny,0.0,gold|miner|preacher|prospector|sheriff,138.0,English,USA,R,15939000.0,1985,455.0,7.3,2.35,
135,Color,Jack Sholder,138.0,87.0,28.0,217.0,Robert Rusler,426.0,69300000,Fantasy|Horror,Clu Gulager,A Nightmare on Elm Street 2: Freddy's Revenge ,43485,1472,Marshall Bell,0.0,freddy krueger|gay|gay subtext|homoeroticism|jock strap,327.0,English,USA,R,5082000.0,1985,359.0,5.4,1.85,
136,Color,Danny Steinmann,160.0,92.0,13.0,17.0,Melanie Kinnaman,42.0,49203000,Horror|Mystery|Thriller,Tiffany Helm,Friday the 13th: A New Beginning ,22521,170,Dominick Brascia,0.0,jason voorhees|murder|new jersey|nightmare|teenager,342.0,English,USA,R,5082000.0,1985,27.0,4.7,1.85,1000.0
137,Color,Ivan Reitman,16.0,116.0,425.0,204.0,Debra Winger,954.0,110770235,Comedy|Crime|Romance,Brian Dennehy,Legal Eagles ,7900,2179,Roscoe Lee Browne,3.0,judicial|judiciary|lawyer|murder|painting,34.0,English,USA,PG,88880000.0,1986,568.0,5.9,2.35,263.0
138,Color,Willard Huyck,81.0,110.0,8.0,322.0,Jeffrey Jones,1000.0,36209209,Action|Adventure|Comedy|Romance|Sci-Fi,Lea Thompson,Howard the Duck ,33669,3000,Jordan Prentice,1.0,alien|duck|laser|planet|singer,269.0,English,USA,PG,77770000.0,1986,692.0,4.6,1.85,
139,Color,Leonard Nimoy,106.0,119.0,12000.0,643.0,Nichelle Nichols,12000.0,243782579,Adventure|Comedy|Sci-Fi,Leonard Nimoy,Star Trek IV: The Voyage Home ,61621,15449,Walter Koenig,5.0,alien probe|humpback whales|probe|time travel|whale,219.0,English,USA,PG,55550000.0,1986,664.0,7.3,2.35,
140,Color,Michael Ritchie,29.0,94.0,23.0,148.0,Randall 'Tex' Cobb,400.0,177355456,Action|Adventure|Comedy|Fantasy|Mystery,Victor Wong,The Golden Child ,39798,1044,Charlotte Lewis,1.0,boy|child|chosen one|demon|detective,69.0,English,USA,PG-13,55550000.0,1986,255.0,5.9,1.85,
141,Color,Frank Oz,63.0,102.0,,413.0,Jim Belushi,13000.0,86096689,Comedy|Horror|Musical|Sci-Fi,Bill Murray,Little Shop of Horrors ,49349,15308,Tisha Campbell-Martin,2.0,eclipse|florist|nerd|plant|shop,165.0,English,USA,PG-13,55550000.0,1986,854.0,6.9,1.85,
142,Color,John Carpenter,180.0,99.0,,52.0,Kate Burton,400.0,24664200,Action|Adventure|Comedy|Fantasy,Victor Wong,Big Trouble in Little China ,92464,896,Peter Kwong,1.0,1980s|airport|cb radio|truck|truck driver,331.0,English,USA,PG-13,55550000.0,1986,223.0,7.3,2.35,19000.0
143,Color,James Cameron,250.0,154.0,,604.0,Carrie Henn,2000.0,189314400,Action|Adventure|Sci-Fi,Michael Biehn,Aliens ,488537,4228,Jenette Goldstein,1.0,alien|human versus alien|monster|rescue mission|space marine,1076.0,English,USA,R,41107000.0,1986,626.0,8.4,1.85,18000.0
144,Color,Francis Ford Coppola,44.0,103.0,,805.0,Kathleen Turner,12000.0,91952672,Comedy|Drama|Fantasy|Romance,Nicolas Cage,Peggy Sue Got Married ,27149,14672,Joan Allen,0.0,alternate history|alternate timeline|divorce|high school|reunion,96.0,English,USA,PG-13,39996000.0,1986,899.0,6.3,1.85,
145,Color,Adrian Lyne,38.0,112.0,213.0,45.0,Karen Young,567.0,14964823,Drama|Romance,David Margulies,9½ Weeks ,29591,711,Kim Chan,0.0,blindfolded woman|control|male dominance|sex game|sex in public,118.0,English,USA,R,37774000.0,1986,67.0,5.9,1.85,
146,Color,Tony Scott,173.0,110.0,12000.0,555.0,Tom Skerritt,10000.0,392808999,Action|Drama|Romance,Tom Cruise,Top Gun ,219171,13069,Adrian Pasdar,2.0,flying|gay subtext|machismo|male objectification|pilot,388.0,English,USA,PG,33330000.0,1986,1000.0,6.9,1.33,19000.0
147,Color,Michael Chapman,21.0,98.0,70.0,90.0,Pamela Reed,876.0,4341192,Adventure|Drama|Fantasy,Curtis Armstrong,The Clan of the Cave Bear ,4996,1351,Mike Muscat,0.0,cave bear|cro magnon|neanderthal|survival|tradition,62.0,English,USA,R,33330000.0,1986,324.0,5.3,2.35,843.0
148,Color,Martin Scorsese,59.0,119.0,17000.0,638.0,Bill Cobbs,10000.0,116197228,Drama|Sport,Tom Cruise,The Color of Money ,57831,11895,Mary Elizabeth Mastrantonio,1.0,hustler|losing|pool|pool player|tournament,115.0,English,USA,R,30663600.0,1986,970.0,7.0,1.85,
149,Color,Tobe Hooper,52.0,100.0,365.0,225.0,Bud Cort,425.0,10853721,Horror|Sci-Fi,Louise Fletcher,Invaders from Mars ,5187,1661,William Bassett,0.0,alien|boy|nurse|school|school nurse,64.0,English,USA,PG,26664000.0,1986,394.0,5.5,2.35,902.0
150,Color,Rob Reiner,99.0,89.0,,107.0,Frances Lee McCain,217.0,116182633,Adventure|Drama,Marshall Bell,Stand by Me ,271794,644,Casey Siemaszko,2.0,friendship|summertime|treehouse|walking on train tracks|woods,584.0,English,USA,R,17776000.0,1986,107.0,8.1,1.85,24000.0
151,Color,Fred Walton,96.0,89.0,17.0,85.0,Deborah Foreman,690.0,28769929,Horror|Mystery,Thomas F. Wilson,April Fool's Day ,10624,1160,Clayton Rohner,0.0,april fool's day|island|mansion|psycho|secret,125.0,English,USA,R,11110000.0,1986,190.0,6.2,2.35,
152,Color,Tobe Hooper,159.0,101.0,365.0,14.0,Lou Perryman,237.0,17833487,Comedy|Horror,Bill Johnson,The Texas Chainsaw Massacre 2 ,19234,302,Jim Siedow,3.0,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,258.0,English,USA,X,10443400.0,1986,28.0,5.5,1.85,
153,Color,Tom McLoughlin,158.0,86.0,41.0,155.0,Ron Palillo,956.0,43266910,Horror|Thriller,Tony Goldwyn,Jason Lives: Friday the 13th Part VI ,25332,1862,Vincent Guastaferro,0.0,actual animal killed|death|jason voorhees|slasher flick|teen horror,307.0,English,USA,R,6666000.0,1986,316.0,5.9,1.85,
154,Color,Mike Marvin,70.0,93.0,28.0,415.0,Randy Quaid,1000.0,7777000,Action|Horror|Romance|Sci-Fi|Thriller,Clint Howard,The Wraith ,10082,2319,Nick Cassavetes,2.0,arizona|death|gang|police|sheriff,100.0,English,USA,R,5999400.0,1986,695.0,5.9,1.85,
155, Black and White,Tim Hunter,45.0,99.0,28.0,223.0,Daniel Roebuck,18000.0,10221200,Crime|Drama,Keanu Reeves,River's Edge ,11763,19649,Ione Skye,2.0,death|friend|high school|murder|police,111.0,English,USA,R,4221800.0,1986,1000.0,7.1,1.85,
156, Black and White,Spike Lee,26.0,88.0,,46.0,Joie Lee,539.0,15859529,Comedy|Romance,S. Epatha Merkerson,She's Gotta Have It ,4769,708,Tracy Camilla Johns,0.0,female nudity|male model|nudity|rite of passage|sex,26.0,English,USA,R,388850.0,1986,53.0,6.5,1.85,406.0
157,Color,Elaine May,49.0,107.0,124.0,572.0,Warren Beatty,636.0,31510396,Action|Adventure|Comedy|Music|Thriller,Carol Kane,Ishtar ,8692,3374,Isabelle Adjani,2.0,cia|emir|hotel|map|morocco,126.0,English,USA,PG-13,111791999.99999999,1987,631.0,4.2,1.85,754.0
158,Color,Tony Scott,50.0,100.0,12000.0,605.0,Judge Reinhold,936.0,336833758,Action|Comedy|Crime|Thriller,Dean Stockwell,Beverly Hills Cop II ,84824,4121,Ronny Cox,1.0,detective|police|police chief|robbery|tall woman,95.0,English,USA,R,61375999.99999999,1987,901.0,6.4,2.35,
159,Color,Paul Michael Glaser,120.0,101.0,343.0,384.0,Maria Conchita Alonso,581.0,83563654,Action|Crime|Sci-Fi|Thriller,Yaphet Kotto,The Running Man ,112669,2373,Richard Dawson,1.0,game of death|government conspiracy|latina|oppression|police,226.0,English,USA,R,59183999.99999999,1987,571.0,6.6,1.37,
160,Color,Brian De Palma,123.0,119.0,,188.0,Billy Drago,22000.0,167184835,Crime|Drama|Thriller,Robert De Niro,The Untouchables ,219008,22767,Charles Martin Smith,1.0,corrupt judge|tax evasion|tough cop|white suit|year 1930,418.0,English,USA,R,54799999.99999999,1987,371.0,7.9,2.35,
161,Color,Joseph Sargent,80.0,92.0,114.0,434.0,Mario Van Peebles,912.0,45512524,Adventure|Horror|Thriller,Judith Barsi,Jaws: The Revenge ,30840,2355,Lynn Whitfield,0.0,banana boat|boat|christmas|sea|shark,383.0,English,USA,PG-13,50415999.99999999,1987,535.0,2.8,2.35,
162,Color,Mel Brooks,103.0,96.0,,542.0,Dick Van Patten,1000.0,83557906,Adventure|Comedy|Sci-Fi,Joan Rivers,Spaceballs ,136667,2936,Michael Winslow,2.0,parody|planet enclosed within shield|sci fi spoof|self referential|winnebago,273.0,English,USA,PG,49758399.99999999,1987,605.0,7.1,1.85,13000.0
163,Color,Rob Reiner,185.0,98.0,,594.0,Carol Kane,18000.0,67640328,Adventure|Family|Fantasy|Romance,Robin Wright,The Princess Bride ,294163,20060,André the Giant,0.0,fairy tale|giant|pirate|princess|true love,718.0,English,USA,PG,35071999.99999999,1987,636.0,8.1,1.85,33000.0
164,Color,Woody Allen,64.0,88.0,11000.0,233.0,Don Pardo,854.0,32425771,Comedy,Mike Starr,Radio Days ,24256,1653,Julie Kavner,0.0,beach|cigarette girl|radio|woman holding a baby|working class,91.0,English,USA,PG,35071999.99999999,1987,410.0,7.6,1.85,
165,Color,John McTiernan,217.0,107.0,323.0,794.0,Bill Duke,1000.0,130940321,Action|Horror|Sci-Fi,Shane Black,Predator ,290949,4223,Carl Weathers,1.0,box office hit|commando|death of friend|jungle|severed arm,629.0,English,USA,R,32879999.999999996,1987,1000.0,7.8,1.85,13000.0
